"layer","table_name","column_name","data_type","is_primary_key","to_update"
"silver","stg_matches","has_dire_team","boolean","no",""
"silver","stg_matches","leagueid","text","no",""
"silver","stg_matches","first_blood_time","integer","no",""
"silver","stg_matches","human_players","integer","no",""
"silver","stg_matches","pre_game_duration","integer","no",""
"silver","stg_matches","replay_salt","text","no",""
"silver","stg_matches","version","text","no",""
"silver","stg_matches","loaded_at","timestamp with time zone","no",""
"silver","stg_picks_bans","match_id","text","no",""
"silver","stg_picks_bans","order_no","text","no",""
"silver","stg_picks_bans","order_no_int","integer","no",""
"silver","stg_picks_bans","hero_id","text","no",""
"silver","stg_picks_bans","is_pick","boolean","no",""
"silver","stg_picks_bans","team_number","text","no",""
"silver","stg_picks_bans","active_team","text","no",""
"silver","stg_picks_bans","player_slot","text","no",""
"silver","stg_picks_bans","loaded_at","timestamp with time zone","no",""
"silver","stg_players","account_id","text","no",""
"silver","stg_players","player_name","text","no",""
"silver","stg_players","rank_tier","text","no",""
"silver","stg_players","team_id","text","no",""
"silver","stg_teamfights","match_id","text","no",""
"silver","stg_teamfights","teamfight_id","text","no",""
"silver","stg_teamfights","start_time","integer","no",""
"silver","stg_teamfights","end_time","integer","no",""
"silver","stg_teamfights","last_death","integer","no",""
"silver","stg_teamfights","deaths","integer","no",""
"silver","stg_teamfights","duration_sec","integer","no",""
"silver","stg_teamfights","players","text","no",""
"silver","stg_teamfights","loaded_at","timestamp with time zone","no",""
"silver","stg_teams","team_id","text","no",""
"silver","stg_teams","team_name","text","no",""
"silver","stg_teams","team_tag","text","no",""
"silver","stg_teams","rating","numeric","no",""
"silver","stg_teams","wins","integer","no",""
"silver","stg_teams","losses","integer","no",""
"silver","stg_teams","logo_url","text","no",""
